player_name,team,age,cap_hit,years_remaining
Lukas Dragicevic,SEA,20,891667,3
Ville Ottavainen,SEA,23,867500,1
Kaden Hammell,SEA,21,865833,3
Ty Nelson,SEA,22,836667,2
Caden Price,SEA,20,835833,3
Gustav Olofsson,SEA,31,775000,1
Niklas Kokko,SEA,22,891667,2
Victor Ostman,SEA,25,870000,1
Kim Saarinen,SEA,19,840000,3
Alexis Bernier,SEA,19,,
Clarke Caswell,SEA,20,,
Jakub Fibigr,SEA,19,,
Zeb Forsfjall,SEA,21,,
Barrett Hall,SEA,22,,
Ollie Josephson,SEA,19,,
Ben MacDonald,SEA,22,,
Visa Vedenpaa,SEA,20,,
Semyon Vyazovoi,SEA,23,,
Zaccharya Wisdom,SEA,21,,
Blake Fiddler,SEA,18,,
Will Reynolds,SEA,18,,
Maxim Agafonov,SEA,18,,
Karl Annborn,SEA,19,,
Loke Krantz,SEA,18,,
Jordan Kyrou,STL,27,8125000,6
Robert Thomas,STL,26,8125000,6
Pavel Buchnevich,STL,30,8000000,6
Pius Suter,STL,29,4125000,2
Jonathan Drouin,STL,31,4000000,2
Jake Neighbours,STL,24,3750000,2
Dylan Holloway,STL,24,2290457,1
Jonatan Berggren,STL,25,1825000,1
Alexey Toropchenko,STL,26,1700000,1
Oskar Sundqvist,STL,32,1500000,1
Jimmy Snuggerud,STL,21,950000,2
Otto Stenberg,STL,20,918333,3
Dalibor Dvorsky,STL,20,886667,3
Nathan Walker,STL,32,775000,1
Jack Finley,STL,23,775000,3
Colton Parayko,STL,32,6500000,5
Philip Broberg,STL,24,4580917,1
Cam Fowler,STL,34,4000000,1
Justin Holl,STL,34,3400000,1
Tyler Tucker,STL,26,925000,2
Theo Lindstein,STL,21,918333,3
Logan Mailloux,STL,22,875000,1
Matthew Kessel,STL,25,800000,1
Jordan Binnington,STL,32,6000000,2
Joel Hofer,STL,25,3400000,2
Torey Krug,STL,34,6500000,2
Justin Carbonneau,STL,19,975000,3
Adam Jecho,STL,20,872500,3
Aleksanteri Kaskimaki,STL,22,870000,2
Dylan Peterson,STL,24,867500,1
Simon Robertsson,STL,23,867500,2
Nikita Susuyev,STL,21,855000,3
Zach Dean,STL,23,852500,1
Juraj Pekarcik,STL,20,838333,3
Jakub Stancl,STL,20,835000,3
Akil Thomas,STL,26,775000,1
Hugh McGing,STL,27,775000,1
Thomas Bordeleau,STL,24,775000,1
Julien Gauthier,STL,28,775000,1
Mathieu Joseph,STL,29,900000,1
Félix Trudeau,STL,23,975000,2
Adam Jiricek,STL,19,942500,3
Lukas Fischer,STL,19,931667,3
Leo Loof,STL,23,867500,1
Michael Buchinger,STL,21,838333,2
Quinton Burns,STL,20,838333,3
Marc-Andre Gaudet,STL,22,802500,2
Calle Rosen,STL,32,775000,1
Hunter Skinner,STL,24,775000,1
Colin Ralph,STL,20,975000,3
Vadim Zherenko,STL,25,775000,1
Will Cranley,STL,24,775000,1
Georgi Romanov,STL,26,775000,1
Antoine Dorion,STL,20,,
Arseni Koromyslov,STL,22,,
Matvei Korotky,STL,20,,
Ondrej Kos,STL,20,,
William Mcisaac,STL,19,,
Tomas Mrsic,STL,20,,
Ivan Vorobyov,STL,24,,
Mikhail Fyodorov,STL,19,,
Love Härenstam,STL,19,,
Dmitri Buchelnikov,STL,22,,
Marcus Gidlof,STL,20,,
Nikita Kucherov,TBL,32,9500000,2
Brayden Point,TBL,30,9500000,5
Jake Guentzel,TBL,31,9000000,6
Brandon Hagel,TBL,27,6500000,7
Anthony Cirelli,TBL,28,6250000,6
Oliver Bjorkstrand,TBL,30,5400000,1
Nicholas Paul,TBL,31,3150000,4
Yanni Gourde,TBL,34,2333333,6
Pontus Holmberg,TBL,27,1550000,2
Gage Goncalves,TBL,25,1200000,2
Corey Perry,TBL,40,2000000,1
Dominic James,TBL,23,910000,2
Conor Geekie,TBL,21,886667,2
Zemgus Girgensons,TBL,32,850000,2
Scott Sabourin,TBL,33,775000,1
Jakob Pelletier,TBL,25,775000,3
Victor Hedman,TBL,35,8000000,4
Ryan McDonagh,TBL,36,6750000,1
Erik Cernak,TBL,28,5200000,6
J.J. Moser,TBL,25,3375000,1
Darren Raddysh,TBL,30,975000,1
Emil Lilleberg,TBL,25,800000,2
Declan Carlile,TBL,25,775000,1
Charle-Édouard D'Astous,TBL,27,775000,1
Steven Santini,TBL,31,775000,2
Andrei Vasilevskiy,TBL,31,9500000,3
Jonas Johansson,TBL,30,1250000,2
Ethan Czata,TBL,18,931667,3
Sam O'Reilly,TBL,20,931500,3
Lucas Mercuri,TBL,24,896250,2
Milo Roelens,TBL,23,870000,2
Gabriel Szturc,TBL,22,870000,2
Connor Kurth,TBL,22,870000,2
Cooper Flinton,TBL,22,867500,2
Dylan Duke,TBL,23,867500,2
Tristan Allard,TBL,23,860000,2
Ethan Gauthier,TBL,21,833333,3
Mitchell Chaffee,TBL,28,800000,1
Nick Abruzzese,TBL,26,775000,1
Noah Steen,TBL,21,972500,2
Dyllan Gill,TBL,21,870000,2
Maxim Groshev,TBL,24,867500,1
Ethan Samson,TBL,22,846667,1
Simon Lundmark,TBL,25,775000,2
Ian Mitchell,TBL,27,775000,1
Harrison Meneghin,TBL,21,872500,3
Ryan Fanti,TBL,26,775000,1
Brandon Halverson,TBL,30,775000,1
Hagen Burrows,TBL,20,,
Warren Clark,TBL,21,,
Joe Connor,TBL,21,,
Jan Golicic,TBL,19,,
Jack Harvey,TBL,23,,
Kaden Pitre,TBL,20,,
Daniil Pylenkov,TBL,25,,
Joona Saarelainen,TBL,20,,
Mikhail Shalagin,TBL,26,,
Jayson Shaugabay,TBL,21,,
Klavs Veinbergs,TBL,23,,
Benjamin Rautiainen,TBL,20,,
Aiden Foster,TBL,19,,
Everett Baldwin,TBL,19,,
Caleb Heil,TBL,19,,
Roman Luttsev,TBL,20,,
Grant Spada,TBL,18,,
Marco Mignosa,TBL,20,,
Auston Matthews,TOR,28,13250000,3
William Nylander,TOR,29,11500000,7
Matthew Knies,TOR,23,7750000,6
John Tavares,TOR,35,4380000,4
Max Domi,TOR,31,3750000,3
Matias Maccelli,TOR,25,3425000,1
Dakota Joshua,TOR,29,3250000,3
Calle Jarnkrok,TOR,34,2100000,1
Nicholas Robertson,TOR,24,1825000,1
Steven Lorentz,TOR,29,1350000,3
Jacob Quillan,TOR,24,875000,1
Easton Cowan,TOR,20,873500,3
Michael Pezzetta,TOR,28,812500,2
Bo Groulx,TOR,26,812500,2
Morgan Rielly,TOR,32,7500000,5
Jake McCabe,TOR,32,4491898,5
Oliver Ekman-Larsson,TOR,34,3500000,3
Brandon Carlo,TOR,29,3485000,2
Simon Benoit,TOR,27,1350000,2
Philippe Myers,TOR,29,850000,2
Troy Stecher,TOR,32,787500,1
Joseph Woll,TOR,27,3666667,3
Anthony Stolarz,TOR,32,2500000,1
Chris Tanev,TOR,36,4500000,5
Miroslav Holinka,TOR,20,918333,3
Luke Haymes,TOR,22,875000,2
Borya Valis,TOR,22,872500,3
Ryan Tverberg,TOR,24,851667,1
Braeden Kressler,TOR,23,800556,1
Travis Boyd,TOR,32,775000,1
Vinni Lettieri,TOR,31,775000,1
Roni Hirvonen,TOR,24,856667,
Brandon Buhr,TOR,23,975000,1
Henry Thrun,TOR,25,1000000,1
Ben Danford,TOR,20,931500,3
Blake Smith,TOR,21,875000,3
John Prokop,TOR,24,875000,1
Cade Webber,TOR,25,825000,2
Dakota Mermis,TOR,32,812500,2
Noah Chadwick,TOR,20,800000,3
Marshall Rifai,TOR,28,775000,2
William Villeneuve,TOR,24,775000,1
Matt Benning,TOR,31,1250000,1
Topi Niemela,TOR,24,856667,
Vincent Borgesi,TOR,22,987500,2
Hayes Hundley,TOR,21,975000,3
Vyacheslav Peksa,TOR,23,851667,1
Artur Akhtyamov,TOR,24,851667,1
Dennis Hildeby,TOR,24,841667,3
Vladimir Bobylev,TOR,28,,
Nikolai Chebykin,TOR,28,,
Victor Johansson,TOR,19,,
Vladislav Kara,TOR,27,,
Semyon Kizimov,TOR,26,,
Matt Lahey,TOR,19,,
Hudson Malinoski,TOR,21,,
Nathan Mayes,TOR,19,,
Sam Mccue,TOR,20,,
Joe Miller,TOR,23,,
Nicholas Moldenhauer,TOR,21,,
Timofei Obvintsev,TOR,21,,
Alexander Plesovskikh,TOR,19,,
Kirill Slepets,TOR,27,,
Semyon Der-Arguchintsev,TOR,25,,
Tinus Luc Koblar,TOR,18,,
Tyler Hopkins,TOR,19,,
William Belle,TOR,19,,
Harry Nansi,TOR,18,,
Rylan Fellinger,TOR,18,,
Matthew Hlacar,TOR,19,,
JJ Peterka,UTA,24,7700000,5
Clayton Keller,UTA,27,7150000,3
Dylan Guenther,UTA,22,7142857,8
Nick Schmaltz,UTA,30,5850000,1
Lawson Crouse,UTA,28,4300000,2
Jack McBain,UTA,26,4250000,5
Alex Kerfoot,UTA,31,3000000,1
Barrett Hayton,UTA,25,2650000,1
Brandon Tanev,UTA,34,2500000,3
Kevin Stenlund,UTA,29,2000000,1
Liam O'Brien,UTA,31,1000000,2
Logan Cooley,UTA,21,950000,1
Michael Carcone,UTA,29,775000,1
Kailer Yamamoto,UTA,27,775000,1
Kevin Rooney,UTA,32,775000,1
Mikhail Sergachev,UTA,27,8500000,6
MacKenzie Weegar,UTA,32,6250000,6
Sean Durzi,UTA,27,6000000,3
John Marino,UTA,28,4400000,2
Nate Schmidt,UTA,34,3500000,3
Ian Cole,UTA,37,2800000,1
Dmitriy Simashev,UTA,21,950000,3
Nick DeSimone,UTA,31,800000,1
Karel Vejmelka,UTA,29,4750000,5
Vitek Vanecek,UTA,30,1500000,1
Anson Thornton,UTA,22,795556,1
Danil But,UTA,21,950000,3
Tij Iginla,UTA,19,942500,3
Cole Beaudoin,UTA,19,942500,3
Julian Lutz,UTA,22,923333,2
Miko Matikka,UTA,22,870000,2
Owen Allard,UTA,22,869167,2
Gabe Smith,UTA,19,869167,3
Michal Kunc,UTA,25,861000,1
Sam Lipkin,UTA,23,851667,2
Noel Nordh,UTA,21,835000,3
Cameron Hebig,UTA,29,812500,2
Andrew Agozzino,UTA,35,775000,1
Ben McCartney,UTA,24,775000,2
Caleb Desnoyers,UTA,18,975000,3
Artem Duda,UTA,22,950000,2
Maveric Lamoureux,UTA,22,886667,2
Tomas Lavoie,UTA,20,872500,3
Maksymilian Szuber,UTA,23,859167,1
Terrell Goldsmith,UTA,20,838333,3
Montana Onyebuchi,UTA,26,775000,2
Scott Perunovich,UTA,27,775000,1
Kevin Connauton,UTA,36,775000,1
Jaxson Stauber,UTA,26,775000,2
Matt Villalta,UTA,26,775000,1
Michael Hrabal,UTA,21,1075000,3
Samu Bau,UTA,21,,
Gregor Biber,UTA,19,,
Ales Cech,UTA,21,,
Ilya Fedotov,UTA,23,,
Vojtech Hradec,UTA,20,,
Ludvig Lafton,UTA,20,,
Tanner Ludtke,UTA,21,,
Matthew Morden,UTA,21,,
Vadim Moroz,UTA,22,,
Carsen Musser,UTA,20,,
Will Skahan,UTA,19,,
Melker Thelin,UTA,20,,
Cal Thomas,UTA,22,,
Veeti Vaisanen,UTA,20,,
Max Psenicka,UTA,19,,
Stepan Hoch,UTA,19,,
Yegor Borikov,UTA,20,,
Ivan Tkach-Tkachenko,UTA,18,,
Ludvig Johnson,UTA,19,,
Reko Alanko,UTA,18,,
Elias Pettersson,VAN,27,11600000,7
Brock Boeser,VAN,29,7250000,7
Jake DeBrusk,VAN,29,5500000,6
Evander Kane,VAN,34,5125000,1
Marco Rossi,VAN,24,5000000,3
Filip Chytil,VAN,26,4437500,2
Nils Hoglander,VAN,25,3000000,3
Drew O'Connor,VAN,27,2500000,2
Teddy Blueger,VAN,31,1800000,1
Liam Ohgren,VAN,22,886667,2
Ty Mueller,VAN,23,870000,2
Aatu Raty,VAN,23,775000,2
Linus Karlsson,VAN,26,775000,1
Max Sasson,VAN,25,775000,1
Curtis Douglas,VAN,26,775000,1
Filip Hronek,VAN,28,7250000,7
Marcus Pettersson,VAN,29,5500000,6
Zeev Buium,VAN,20,966500,2
Tom Willander,VAN,21,950000,3
Victor Mancini,VAN,23,870000,1
Pierre-Olivier Joseph,VAN,26,775000,1
Kevin Lankinen,VAN,30,4500000,5
Nikita Tolopilo,VAN,26,775000,2
Jiri Patera,VAN,27,775000,1
Thatcher Demko,VAN,30,5000000,1
Derek Forbort,VAN,34,2000000,1
Braeden Cootes,VAN,19,975000,3
Riley Patterson,VAN,20,923333,3
Jonathan Lekkerimaki,VAN,21,918333,2
Gabe Chiarot,VAN,19,916667,3
Anri Ravinskis,VAN,23,872500,2
Jayden Grubbe,VAN,23,867500,1
Chase Stillman,VAN,23,863333,1
Danila Klimovich,VAN,23,833333,1
Vilmer Alriksson,VAN,21,831667,3
Nils Aman,VAN,26,825000,1
Joseph LaBate,VAN,32,775000,1
Mackenzie MacEachern,VAN,32,775000,2
Arshdeep Bains,VAN,25,775000,2
Kirill Kudryavtsev,VAN,22,825000,2
Sawyer Mynio,VAN,20,806667,3
Jack Thompson,VAN,24,800000,1
Jimmy Schuldt,VAN,30,775000,2
Guillaume Brisebois,VAN,28,775000,1
Cole Clayton,VAN,26,775000,1
Alexei Medvedev,VAN,18,923333,3
Aku Koskenvuo,VAN,23,850000,2
Ty Young,VAN,21,825000,2
Parker Alcos,VAN,19,,
Aiden Celebrini,VAN,21,,
Daimon Gardner,VAN,22,,
Matthew Perkins,VAN,22,,
Anthony Romani,VAN,20,,
Basile Sansonnens,VAN,19,,
Kieren Dervin,VAN,19,,
Wilson Björck,VAN,20,,
Matthew Lansing,VAN,19,,
Ilya Safonov,VAN,24,,
Mitch Marner,VGK,28,12000000,8
Jack Eichel,VGK,29,10000000,1
Mark Stone,VGK,33,9500000,2
Tomas Hertl,VGK,32,6750000,5
Ivan Barbashev,VGK,30,5000000,3
Nic Dowd,VGK,35,3000000,2
Keegan Kolesar,VGK,29,2500000,3
Brett Howden,VGK,28,2500000,5
Brandon Saad,VGK,33,2000000,1
Reilly Smith,VGK,35,2000000,1
Pavel Dorofeyev,VGK,25,1835000,1
Colton Sissons,VGK,32,1428572,1
Cole Smith,VGK,30,1000000,1
Jonas Rondbjerg,VGK,27,775000,1
Shea Theodore,VGK,30,7425000,7
Noah Hanifin,VGK,29,7350000,7
Brayden McNabb,VGK,35,3650000,3
Rasmus Andersson,VGK,29,2275000,1
Jeremy Lauzon,VGK,28,2000000,1
Ben Hutton,VGK,32,975000,1
Kaedan Korczak,VGK,25,825000,1
Adin Hill,VGK,29,6250000,6
Carter Hart,VGK,27,2000000,2
Akira Schmid,VGK,25,875000,1
Alex Pietrangelo,VGK,36,8800000,2
William Karlsson,VGK,33,5900000,2
Trevor Connelly,VGK,20,975000,3
Jackson Hallum,VGK,23,925000,2
Tuomas Uronen,VGK,21,852500,3
Jakub Demek,VGK,22,851683,1
Trent Swick,VGK,21,850000,3
Kai Uchacz,VGK,22,845000,2
Alexander Holtz,VGK,24,837500,2
Braeden Bowman,VGK,22,837500,2
Joe Fleming,VGK,22,836667,1
Jordan Gustafson,VGK,22,830000,2
Jakub Brabenec,VGK,22,828333,1
Ben Hemmerling,VGK,21,821111,2
Matyas Sapovaliv,VGK,22,803333,2
Mathieu Cataford,VGK,21,801667,3
Tanner Laczynski,VGK,28,775000,1
Raphael Lavoie,VGK,25,775000,1
Alex Weiermair,VGK,20,975000,3
Jeremy Davies,VGK,29,1150000,2
Viliam Kmec,VGK,22,833333,2
Jaycob Megna,VGK,33,800000,2
Lukas Cormier,VGK,24,775000,1
Dylan Coghlan,VGK,28,775000,1
Bronson Ride,VGK,21,970500,3
Cameron Whitehead,VGK,22,875000,2
Carl Lindbom,VGK,22,840000,1
Pavel Moysevich,VGK,21,980000,3
Noah Ellis,VGK,24,,
Arttu Karki,VGK,21,,
Lucas Van Vliet,VGK,20,,
Jakob Ihs-Wozniak,VGK,19,,
Mateo Nobert,VGK,18,,
Gustav Sjöqvist,VGK,20,,
Alex Ovechkin,WSH,40,9500000,1
Pierre-Luc Dubois,WSH,27,8500000,6
Tom Wilson,WSH,32,6500000,6
Dylan Strome,WSH,29,5000000,3
Aliaksei Protas,WSH,25,3375000,4
Anthony Beauvillier,WSH,28,2750000,2
Connor McMichael,WSH,25,2100000,1
Brandon Duhaime,WSH,28,1850000,1
David Kampf,WSH,31,1100000,1
Ryan Leonard,WSH,21,950000,2
Ivan Miroshnichenko,WSH,22,950000,1
Ilya Protas,WSH,19,856667,3
Hendrix Lapierre,WSH,24,850000,1
Justin Sourdif,WSH,24,825000,2
Ethen Frank,WSH,28,775000,1
Jakob Chychrun,WSH,28,9000000,8
Matt Roy,WSH,31,5750000,5
Rasmus Sandin,WSH,26,4600000,4
Trevor van Riemsdyk,WSH,34,3000000,1
Timothy Liljegren,WSH,26,3000000,1
Martin Fehervary,WSH,26,2675000,1
Declan Chisholm,WSH,26,1600000,2
Dylan McIlrath,WSH,33,800000,2
Logan Thompson,WSH,29,5850000,6
Charlie Lindgren,WSH,32,3000000,3
Mitchell Gibson,WSH,26,812500,2
Milton Gastrin,WSH,18,975000,3
Lynden Lakovic,WSH,19,975000,3
Terik Parascak,WSH,19,942500,3
Zac Funk,WSH,22,905000,2
Patrick Thomas,WSH,21,878333,3
Eriks Mateiko,WSH,20,856667,3
Ryan Hofer,WSH,23,851667,1
Andrew Cristall,WSH,21,841667,3
Ludwig Persson,WSH,22,815000,2
Alexander Suzdalev,WSH,22,815000,2
Henrik Rybinski,WSH,24,775000,1
Spencer Smallman,WSH,29,775000,2
Brett Leason,WSH,26,775000,1
Bogdan Trineyev,WSH,24,775000,1
Wyatt Bongiovanni,WSH,26,775000,1
Sonny Milano,WSH,29,1900000,1
Cole Hutson,WSH,19,975000,3
Ryan Chesley,WSH,22,923333,3
Leon Muggli,WSH,19,908333,3
Cam Allen,WSH,21,855000,3
David Gucciardi,WSH,23,855000,2
Louie Belpedio,WSH,29,775000,2
Corey Schueneman,WSH,30,775000,1
Jesper Vikman,WSH,24,858000,1
Clay Stevenson,WSH,27,775000,2
Garin Bjorklund,WSH,23,775000,1
Chase Clark,WSH,24,,
Antoine Keller,WSH,21,,
Nicholas Kempf,WSH,20,,
Joaquim Lemay,WSH,23,,
Miroslav Satan,WSH,20,,
Petr Sikora,WSH,20,,
Maxim Schäfer,WSH,18,,
Jackson Crowder,WSH,18,,
Aron Dahlqvist,WSH,19,,
Mark Scheifele,WPG,33,8500000,6
Gabriel Vilardi,WPG,26,7500000,6
Kyle Connor,WPG,29,7142857,1
Nino Niederreiter,WPG,33,4000000,2
Alex Iafallo,WPG,32,3666667,3
Cole Perfetti,WPG,24,3250000,1
Adam Lowry,WPG,33,3250000,1
Gustav Nyquist,WPG,36,3250000,1
Vladislav Namestnikov,WPG,33,3000000,2
Jonathan Toews,WPG,37,2000000,1
Morgan Barron,WPG,27,1850000,2
Cole Koepke,WPG,27,1000000,1
Isak Rosen,WPG,23,894167,1
Brad Lambert,WPG,22,886667,2
Neal Pionk,WPG,30,7000000,6
Josh Morrissey,WPG,31,6250000,3
Dylan Samberg,WPG,27,5750000,3
Dylan DeMelo,WPG,32,4900000,3
Colin Miller,WPG,33,1500000,1
Haydn Fleury,WPG,29,950000,2
Jacob Bryson,WPG,28,900000,1
Elias Salomonsson,WPG,21,815000,2
Ville Heinola,WPG,25,800000,1
Connor Hellebuyck,WPG,32,8500000,6
Eric Comrie,WPG,30,825000,1
Brayden Yager,WPG,21,918333,3
Jacob Julien,WPG,21,895000,3
Colby Barlow,WPG,21,886667,3
Nikita Chibrikov,WPG,23,875833,1
Kieron Walton,WPG,19,858333,3
Kevin He,WPG,19,840000,3
David Gustafsson,WPG,25,835000,1
Fabian Wagner,WPG,21,830556,2
Parker Ford,WPG,25,812500,2
Danil Zhilkin,WPG,22,803333,2
Mason Shaw,WPG,27,775000,1
Phillip Di Giuseppe,WPG,32,775000,1
Jaret Anderson-Dolan,WPG,26,775000,1
Samuel Fagemo,WPG,26,775000,1
Walker Duehr,WPG,28,775000,1
Lucas Wahlin,WPG,24,910000,1
Alfons Freij,WPG,20,905833,3
Isaak Phillips,WPG,24,812500,2
Tyrel Bauer,WPG,24,775000,1
Kale Clague,WPG,27,775000,1
Thomas Milic,WPG,22,841667,2
Domenic DiVincentiis,WPG,22,830556,2
Isaac Poulter,WPG,24,775000,1
Garrett Brown,WPG,22,,
Markus Loponen,WPG,19,,
Zach Nehring,WPG,21,,
Dmitri Rashevsky,WPG,25,,
Kristian Vesalainen,WPG,26,,
Sascha Boumedienne,WPG,19,,
Owen Martin,WPG,18,,
Viktor Klingsell,WPG,19,,
Edison Engle,WPG,19,,
Jacob Cloutier,WPG,19,,